# train_acc train_loss test_acc test_loss
2.007912500000000044e-01 2.215472588195800618e+00 1.999360204734484947e-01 2.216217075336917475e+00
2.007474999999999954e-01 2.215470829429626587e+00 1.999360204734484947e-01 2.216223896121795711e+00
2.009025000000000116e-01 2.215469670295715510e+00 1.999360204734484947e-01 2.216223047699443338e+00
2.007799999999999863e-01 2.215474490051269729e+00 1.999360204734484947e-01 2.216226274663640972e+00
2.007299999999999918e-01 2.215500938110351647e+00 1.999360204734484947e-01 2.216255917735230785e+00
2.006499999999999950e-01 2.215548127098083686e+00 1.999360204734484947e-01 2.216307518349499350e+00
2.005787500000000001e-01 2.217625658988952697e+00 1.999360204734484947e-01 2.218562122041112694e+00
1.998662499999999953e-01 2.216766732711791921e+00 1.958223368522072905e-01 2.220189185151669520e+00
1.969225000000000003e-01 2.219168855361938419e+00 1.980416266794625679e-01 2.218100313795581702e+00
1.995187499999999947e-01 2.217162687416076583e+00 1.999360204734484947e-01 2.217570273447555529e+00
2.007249999999999868e-01 2.216921851196289150e+00 1.999360204734484947e-01 2.217626957579140967e+00
2.007562499999999972e-01 2.216193679161071906e+00 1.999360204734484947e-01 2.216644352396100359e+00
2.006437500000000096e-01 2.216486008453369294e+00 1.999360204734484947e-01 2.218274919481820540e+00
2.005474999999999897e-01 2.217558829574584944e+00 1.999360204734484947e-01 2.218299560797039049e+00
2.005750000000000033e-01 2.220940302352905071e+00 1.999360204734484947e-01 2.221683174238247460e+00
2.005250000000000088e-01 2.221457834854125846e+00 1.999360204734484947e-01 2.222000018496278262e+00
2.004062500000000080e-01 2.221366423988342387e+00 1.999360204734484947e-01 2.222065971207328960e+00
2.003375000000000017e-01 2.221782723045349073e+00 1.998360524632117607e-01 2.230158232452773337e+00
1.935062499999999908e-01 2.228308538284301754e+00 1.998060620601407600e-01 2.218789789513449406e+00
1.779937500000000061e-01 2.240305380477905395e+00 1.140135156749840090e-01 2.300341211063924529e+00
1.422650000000000026e-01 2.273804389343261789e+00 1.985564619321817104e-01 2.221267549334164038e+00
1.748925000000000063e-01 2.243017444572448671e+00 1.391054862444018048e-01 2.276978639326870280e+00
1.783337500000000131e-01 2.239104805030822654e+00 1.990463051823416485e-01 2.219752404602841622e+00
2.001124999999999987e-01 2.218792170219421322e+00 1.991212811900192059e-01 2.219679243657654677e+00
1.995262499999999883e-01 2.219294896926879979e+00 1.989313419705694141e-01 2.219837984059456648e+00
1.993912499999999921e-01 2.219372332954406613e+00 1.980216330774152156e-01 2.220695494842773510e+00
1.993225000000000136e-01 2.219214685287475675e+00 1.999360204734484947e-01 2.218595802517022708e+00
2.008437499999999876e-01 2.217866289329528673e+00 1.999360204734484947e-01 2.218641664458632867e+00
2.007287500000000113e-01 2.219495351104736169e+00 1.999360204734484947e-01 2.220353552567523980e+00
2.006787499999999891e-01 2.219610950202941968e+00 1.999210252719129943e-01 2.220349470164176164e+00
2.005649999999999933e-01 2.219570295143127314e+00 1.999310220729366705e-01 2.220370192750478200e+00
2.005862499999999937e-01 2.219543261947631851e+00 1.999210252719129943e-01 2.220286050364518093e+00
2.006237499999999896e-01 2.219450905380249139e+00 1.999210252719129943e-01 2.220179909555406894e+00
2.006024999999999892e-01 2.219390472908020051e+00 1.999210252719129943e-01 2.220086564486864145e+00
2.006100000000000105e-01 2.219289961547851409e+00 1.999210252719129943e-01 2.219988263118595206e+00
2.006162499999999960e-01 2.219134521141052030e+00 1.999360204734484947e-01 2.218534142255630393e+00
2.007299999999999918e-01 2.217872347526550492e+00 1.999310220729366705e-01 2.218739423550479373e+00
2.008024999999999949e-01 2.217941983528137317e+00 1.999160268714011424e-01 2.218670936097567825e+00
2.007349999999999968e-01 2.217961914138793844e+00 1.999110284708893182e-01 2.218714648611028295e+00
2.007487500000000036e-01 2.217937260437011560e+00 1.999110284708893182e-01 2.218667521815382404e+00
2.006775000000000087e-01 2.217929197196960356e+00 1.999060300703774662e-01 2.218680766325918263e+00
2.006024999999999892e-01 2.217982698669433539e+00 1.998460492642354369e-01 2.218803024108945365e+00
2.005675000000000097e-01 2.218009423599243135e+00 1.997810700575815834e-01 2.218787705829642132e+00
2.006199999999999928e-01 2.218051547164916926e+00 1.998010636596289080e-01 2.218847673212345661e+00
2.005174999999999874e-01 2.218086260719299485e+00 1.997760716570697315e-01 2.218808367400312953e+00
2.006175000000000042e-01 2.218145881996154589e+00 1.996811020473448495e-01 2.218907703593687941e+00
2.004074999999999884e-01 2.218202963485717660e+00 1.995811340371081155e-01 2.219020935181845289e+00
2.002400000000000013e-01 2.218359663848877172e+00 1.993961932181701757e-01 2.219171249630050191e+00
2.001449999999999896e-01 2.218423146247863631e+00 1.993062220089571457e-01 2.219253481158978136e+00
2.000875000000000015e-01 2.218545768928527728e+00 1.991562699936020586e-01 2.219396964297108532e+00
1.994599999999999984e-01 2.219126016464233242e+00 1.986914187460012693e-01 2.219798161597565933e+00
1.858950000000000047e-01 2.232070024108886663e+00 1.976317578374920114e-01 2.221034657245863020e+00
1.836912500000000004e-01 2.234313949317932035e+00 1.732345649392194598e-01 2.243940239446863494e+00
1.781212500000000087e-01 2.239394019355773757e+00 1.982665547024952124e-01 2.220247271269922162e+00
1.942287500000000056e-01 2.224196427421569755e+00 1.914137476007677641e-01 2.226996540641906552e+00
1.923237499999999878e-01 2.225961945266723419e+00 1.935280710172744834e-01 2.225308231413555049e+00
1.942474999999999896e-01 2.224601618423462046e+00 1.936380358285348657e-01 2.225209018319215915e+00
1.940312499999999885e-01 2.224707915878295861e+00 1.933131397952655151e-01 2.225513047616754836e+00
1.935862499999999875e-01 2.225243347854614306e+00 1.924884037108125501e-01 2.226224922935549078e+00
1.966749999999999887e-01 2.222392336311340255e+00 1.998960332693538178e-01 2.218628468455523972e+00
2.005437499999999929e-01 2.217914258117675619e+00 1.998560460652591131e-01 2.218681113657399173e+00
2.005037500000000084e-01 2.218147675781250161e+00 1.997910668586052596e-01 2.218752023583410171e+00
2.003262500000000113e-01 2.218131300582885768e+00 1.997260876519513784e-01 2.218856012523746202e+00
2.003137500000000126e-01 2.218092909278869485e+00 1.996361164427383206e-01 2.218871366344654650e+00
2.003074999999999994e-01 2.218219902153015344e+00 1.994711692258477331e-01 2.219065560794227565e+00
2.002112500000000073e-01 2.218254095573425122e+00 1.993062220089571457e-01 2.219166397056896667e+00
2.003125000000000044e-01 2.218274128303527881e+00 1.995261516314779382e-01 2.218996303018971439e+00
2.001912499999999873e-01 2.218245360870361171e+00 1.992462412028150887e-01 2.219267270081484167e+00
2.004249999999999921e-01 2.218205942077636550e+00 1.995261516314779382e-01 2.219062392252496796e+00
2.001512500000000028e-01 2.218226471099853381e+00 1.995861324376199675e-01 2.218885203774587200e+00
2.004187500000000066e-01 2.218144355278015123e+00 1.996461132437619967e-01 2.219015146018752382e+00
2.003487499999999921e-01 2.218314154663085791e+00 1.996611084452974971e-01 2.218970452221402212e+00
2.005049999999999888e-01 2.218158408775329438e+00 1.996461132437619967e-01 2.218927463200789596e+00
1.987549999999999872e-01 2.219768645401000828e+00 1.814219449776071635e-01 2.236372563446933359e+00
1.864262499999999878e-01 2.231284344177246304e+00 1.910588611644273849e-01 2.226782773598142029e+00
1.815924999999999900e-01 2.235679969062805306e+00 1.589641314779270675e-01 2.257307378588314428e+00
1.569462500000000094e-01 2.258391737327575477e+00 1.574546145233525207e-01 2.257993970707449893e+00
1.569200000000000039e-01 2.258508379745483463e+00 1.557001759436980048e-01 2.258199519708380620e+00
1.559962500000000030e-01 2.257966508255004889e+00 1.563899552143314109e-01 2.257689904953071203e+00
1.587737499999999913e-01 2.255839861755370990e+00 1.851507517594369878e-01 2.230342703756428957e+00
1.854187499999999933e-01 2.229987644958495885e+00 1.842010556621881123e-01 2.231146370838333670e+00
1.848549999999999915e-01 2.230540494766235504e+00 1.839611324376199675e-01 2.231379741441723130e+00
1.842312500000000131e-01 2.231166548194885468e+00 1.833313339731285907e-01 2.231980167591487874e+00
1.847199999999999953e-01 2.230605893402099582e+00 1.850857725527831066e-01 2.230324047922096486e+00
1.847762500000000030e-01 2.230530229034423773e+00 1.830214331413947404e-01 2.232285314390312969e+00
1.836337500000000122e-01 2.231677979049682570e+00 1.841310780550223791e-01 2.231240221726459527e+00
1.850100000000000078e-01 2.230479258193969638e+00 1.842010556621881123e-01 2.231186794304191867e+00
1.854387500000000133e-01 2.229995989227294917e+00 1.852707133717210464e-01 2.230155478359717947e+00
1.855974999999999986e-01 2.229934280204772801e+00 1.809520953294945500e-01 2.235590029739067397e+00
1.808200000000000085e-01 2.235648219985961749e+00 1.805872120921305224e-01 2.236024357612058200e+00
1.816537500000000027e-01 2.235128451423645135e+00 1.807521593090211098e-01 2.235884895861644406e+00
1.817825000000000135e-01 2.234868385124206380e+00 1.820167546385156876e-01 2.234658397471988689e+00
1.824062499999999920e-01 2.234281772041320835e+00 1.824666106845809210e-01 2.234362128752588106e+00
1.822537499999999921e-01 2.234554898300170844e+00 1.809121081253998731e-01 2.235746740760974127e+00
1.819212500000000066e-01 2.234715694046020662e+00 1.823366522712731863e-01 2.234374504553074292e+00
1.818400000000000016e-01 2.234905130348205482e+00 1.801623480486244377e-01 2.236541752623047330e+00
1.806274999999999964e-01 2.235976410598754960e+00 1.803722808701215541e-01 2.235871431542296950e+00
1.804362499999999925e-01 2.235805081253051885e+00 1.810570617402431359e-01 2.235209069798103965e+00
1.778687499999999921e-01 2.238210356330871509e+00 1.803572856685860537e-01 2.235839349370847717e+00
1.686225000000000085e-01 2.246968859634399518e+00 1.658769193857965452e-01 2.249536018682761540e+00
1.721137500000000098e-01 2.243766154251098488e+00 1.924934021113243743e-01 2.224361210851736548e+00
1.928624999999999923e-01 2.223928997764587301e+00 1.918386116442738210e-01 2.224971982659396552e+00
1.929124999999999868e-01 2.223861201362610007e+00 1.923034628918746103e-01 2.224546719878740308e+00
1.931049999999999989e-01 2.223683309440612987e+00 1.919535748560460553e-01 2.224867783520211084e+00
1.922962500000000019e-01 2.224368897666931133e+00 1.911488323736404427e-01 2.225589707198237566e+00
1.913525000000000087e-01 2.224293116416931060e+00 1.880148352527191424e-01 2.227539391984408645e+00
1.960887500000000061e-01 2.219972000846862858e+00 1.972868682021753084e-01 2.218793282810877621e+00
1.988187499999999885e-01 2.217223296089172457e+00 1.999360204734484947e-01 2.216255142836714320e+00
2.005574999999999997e-01 2.215493610992431694e+00 1.999360204734484947e-01 2.216277951699987092e+00
2.006050000000000055e-01 2.215567837677002050e+00 1.999360204734484947e-01 2.216510786433595115e+00
2.008087500000000081e-01 2.215647163124084607e+00 1.999360204734484947e-01 2.216314664805309143e+00
2.007200000000000095e-01 2.215536702957153103e+00 1.999360204734484947e-01 2.216310136987853507e+00
2.007062500000000027e-01 2.215563605384826662e+00 1.999360204734484947e-01 2.216336283101077775e+00
2.006650000000000100e-01 2.215580516967773583e+00 1.999360204734484947e-01 2.216350116107376866e+00
2.005750000000000033e-01 2.215550935630798524e+00 1.999360204734484947e-01 2.216213100778698042e+00
2.006887499999999991e-01 2.215471611022949094e+00 1.999360204734484947e-01 2.216222541574782046e+00
2.007037499999999863e-01 2.215465522346496741e+00 1.999360204734484947e-01 2.216223080190266703e+00
2.007362500000000050e-01 2.215468093185424703e+00 1.999360204734484947e-01 2.216214038131333108e+00
2.007087499999999913e-01 2.215479271469116274e+00 1.999360204734484947e-01 2.216232493681855598e+00
2.007087499999999913e-01 2.215473914375305053e+00 1.999360204734484947e-01 2.216223081868196498e+00
2.005812499999999887e-01 2.215466970710754602e+00 1.999360204734484947e-01 2.216218014977638706e+00
2.005387499999999878e-01 2.215472487678527891e+00 1.999360204734484947e-01 2.216220153117896885e+00
2.007474999999999954e-01 2.215464508590698323e+00 1.999360204734484947e-01 2.216223227695555575e+00
2.008399999999999908e-01 2.215475228004455399e+00 1.999360204734484947e-01 2.216245127120844760e+00
2.007799999999999863e-01 2.215492132225036492e+00 1.999360204734484947e-01 2.216221608645780439e+00
2.007974999999999899e-01 2.215474366493225045e+00 1.999360204734484947e-01 2.216236080485738835e+00
2.006137500000000073e-01 2.215475731964111183e+00 1.999360204734484947e-01 2.216207391088464984e+00
2.006662499999999905e-01 2.215465052986144823e+00 1.999360204734484947e-01 2.216217156182628933e+00
2.005787500000000001e-01 2.215471011734008844e+00 1.999360204734484947e-01 2.216219459065091435e+00
2.005975000000000119e-01 2.215473665962219396e+00 1.999360204734484947e-01 2.216214820961881937e+00
2.007037499999999863e-01 2.215485209808349509e+00 1.999360204734484947e-01 2.216236299684394062e+00
2.006775000000000087e-01 2.215490654373168944e+00 1.999360204734484947e-01 2.216241877885941847e+00
2.006449999999999900e-01 2.215486437416076537e+00 1.999360204734484947e-01 2.216229200210620309e+00
2.007899999999999963e-01 2.215483527297973598e+00 1.999360204734484947e-01 2.216229548914952829e+00
2.007312500000000000e-01 2.215507735595703132e+00 1.999360204734484947e-01 2.216257441295543362e+00
2.005612499999999965e-01 2.215513959922790654e+00 1.999360204734484947e-01 2.216259933479001631e+00
2.006799999999999973e-01 2.215750193901062204e+00 1.999360204734484947e-01 2.216244256427786663e+00
2.006825000000000137e-01 2.215495535774230973e+00 1.999360204734484947e-01 2.216252474775698644e+00
2.006462499999999982e-01 2.215499383087158325e+00 1.999360204734484947e-01 2.216237538759325609e+00
2.006674999999999986e-01 2.215606924743652506e+00 1.999310220729366705e-01 2.216304233115373723e+00
1.473599999999999910e-01 2.266311182975769167e+00 1.459632917466410773e-01 2.267593964200254941e+00
1.452475000000000016e-01 2.268297410316467477e+00 1.463581653870761334e-01 2.267203045593037203e+00
1.466937500000000116e-01 2.266928042640686147e+00 1.466230806142034548e-01 2.266973254929272041e+00
1.705675000000000108e-01 2.244106953048706110e+00 1.812519993602047241e-01 2.233975037655918872e+00
1.747987500000000027e-01 2.240154740905761610e+00 1.384856845809341042e-01 2.274614334869140553e+00
1.402700000000000058e-01 2.272919156341552949e+00 1.373610444657709651e-01 2.275681793422784427e+00
1.645925000000000027e-01 2.249784965133667214e+00 1.894093889955214272e-01 2.226209779771108010e+00
1.892387500000000111e-01 2.226476609840393195e+00 1.879698496481126135e-01 2.227595848375151011e+00
1.763487499999999986e-01 2.238653622093200735e+00 1.578394913627639284e-01 2.256247344416681067e+00
1.575574999999999892e-01 2.256541693420410333e+00 1.561900191938579707e-01 2.257821883288851694e+00
1.584500000000000075e-01 2.255667180671691696e+00 1.560700575815738844e-01 2.257947478626907589e+00
1.529787499999999967e-01 2.260988258819580210e+00 1.154730486244401749e-01 2.296515020741458635e+00
1.084449999999999997e-01 2.304466119728088458e+00 1.085302703134996827e-01 2.308848354195602859e+00
1.029425000000000062e-01 2.309678501548767304e+00 1.167476407549584150e-01 2.306542959262069203e+00
1.330324999999999980e-01 2.282298732757568338e+00 1.937030150351887470e-01 2.225696796342797157e+00
1.826450000000000018e-01 2.234655853424072358e+00 1.797424824056302051e-01 2.235338223415235692e+00
1.985337500000000088e-01 2.217905194854736362e+00 1.841310780550223791e-01 2.231673751820071772e+00
1.887425000000000075e-01 2.227759939537048428e+00 1.934380998080614256e-01 2.223171941302025445e+00
1.960387500000000116e-01 2.224336221466064245e+00 1.999360204734484947e-01 2.218095850349616427e+00
2.046650000000000136e-01 2.214883571891784531e+00 1.980866122840690968e-01 2.218015371799773927e+00
2.117050000000000043e-01 2.213194014282226618e+00 1.973168586052463092e-01 2.219112056688246515e+00
1.370937499999999865e-01 2.276257261428833001e+00 1.215361084452975110e-01 2.290636844384845716e+00
1.445162500000000128e-01 2.271664133834838672e+00 1.578744801663467812e-01 2.256257485672211960e+00
1.575237499999999902e-01 2.256730672683715966e+00 1.791276791426743564e-01 2.237216867091788242e+00
1.689650000000000041e-01 2.246311970787048473e+00 1.405400271912987942e-01 2.272606150431276006e+00
1.426087500000000063e-01 2.270616339721679644e+00 1.439439379398592400e-01 2.269350809083866771e+00
1.441649999999999876e-01 2.269164300537109380e+00 1.439439379398592400e-01 2.269361124233946203e+00
1.439924999999999955e-01 2.269279100265503057e+00 1.438439699296225338e-01 2.269456864318554867e+00
1.441675000000000040e-01 2.269111535758971954e+00 1.646423144593729959e-01 2.249718928748952518e+00
1.645737499999999909e-01 2.249681284561157124e+00 1.627929062699935980e-01 2.251473222416482844e+00
1.620937500000000087e-01 2.252117778549194149e+00 1.617882277671145175e-01 2.252425835365983620e+00
1.620112499999999955e-01 2.252145826644897486e+00 1.608685220729366705e-01 2.253299291516753566e+00
1.583724999999999994e-01 2.255724067764282026e+00 1.566848608445297608e-01 2.257273872617110211e+00
1.566212499999999896e-01 2.257334363288879597e+00 1.565848928342930269e-01 2.257360858178947272e+00
1.563674999999999926e-01 2.257524503250122105e+00 1.560550623800383840e-01 2.257861244625108732e+00
1.564649999999999930e-01 2.257419922943115331e+00 1.556351967370441514e-01 2.258266212539038253e+00
1.556837500000000096e-01 2.258180760383606156e+00 1.551803422904670382e-01 2.258691621147053130e+00
1.558974999999999944e-01 2.257965913314819328e+00 1.564949216250799691e-01 2.257444634166041464e+00
1.539187499999999931e-01 2.260033700981140203e+00 1.562100127959053231e-01 2.257715437096506239e+00
1.570900000000000074e-01 2.257031485366821411e+00 1.557801503518873865e-01 2.258115735179098138e+00
1.555199999999999916e-01 2.258370555801391788e+00 1.553652831094049780e-01 2.258513709023756810e+00
1.544599999999999862e-01 2.259511348266601605e+00 1.540257117722328983e-01 2.259778422113419616e+00
1.541237500000000038e-01 2.259821798095702938e+00 1.536358365323096664e-01 2.260157077951608251e+00
1.536712500000000092e-01 2.260190040512084941e+00 1.533759197056941692e-01 2.260399858843265886e+00
1.522712499999999969e-01 2.261449063377380497e+00 1.518214171465131213e-01 2.261875405650221271e+00
1.519524999999999904e-01 2.261817200775146475e+00 1.516764635316698584e-01 2.262017734067530039e+00
1.543862500000000026e-01 2.259550140686035213e+00 1.599738083813179723e-01 2.254135590215867069e+00
1.588912500000000116e-01 2.255207491149902488e+00 1.573446497120921383e-01 2.256634572798521088e+00
1.575449999999999906e-01 2.256544218521117973e+00 1.576345569417786363e-01 2.256372165008759811e+00
1.577800000000000036e-01 2.256101827201843157e+00 1.577145313499680179e-01 2.256284131350916766e+00
1.598862500000000075e-01 2.254305682563781943e+00 1.609684900831733767e-01 2.253198127600144485e+00
1.615449999999999942e-01 2.252655726013183646e+00 1.611684261036468446e-01 2.253010224929926864e+00
1.581625000000000114e-01 2.255997757873535292e+00 1.576345569417786363e-01 2.256507330648577003e+00
1.577212500000000073e-01 2.256482315139770378e+00 1.575595809341010789e-01 2.256542651987350379e+00
1.573799999999999921e-01 2.256693736839294306e+00 1.570247520793346119e-01 2.257037153323338874e+00
1.580612499999999865e-01 2.256053466949462738e+00 1.584093090211132482e-01 2.255675900234141995e+00
1.758587500000000081e-01 2.239477649154663297e+00 1.765385076775431994e-01 2.238752709393004192e+00
1.652687499999999921e-01 2.249292428970337099e+00 1.613183781190019317e-01 2.252939140346671199e+00
1.618350000000000066e-01 2.252539232254028523e+00 1.606935780550223791e-01 2.253528952217223935e+00
1.613749999999999907e-01 2.252924644050598335e+00 1.615383077415227242e-01 2.252773413197473928e+00
1.618062500000000126e-01 2.252522261657714964e+00 1.616032869481765777e-01 2.252710515996697360e+00
1.614825000000000010e-01 2.252882274971008236e+00 1.615982885476647535e-01 2.252711654243298334e+00
1.778912500000000008e-01 2.237337043113708290e+00 1.867802303262955932e-01 2.229085116987417514e+00
1.800412500000000138e-01 2.235217505683898764e+00 1.726997360844529650e-01 2.242062662476083990e+00
1.920499999999999985e-01 2.223559624977111682e+00 1.949176263595649439e-01 2.220978558711798279e+00
1.957250000000000101e-01 2.220146985549926733e+00 1.948476487523992384e-01 2.221041638654390304e+00
1.963199999999999945e-01 2.219639343414306687e+00 1.953824776071657054e-01 2.220539539957076869e+00
1.963812500000000072e-01 2.219730416412353691e+00 1.952825095969289715e-01 2.220631397464530199e+00
1.961962499999999887e-01 2.219671926498413050e+00 1.955924104286628218e-01 2.220341182716062178e+00
1.963000000000000023e-01 2.219708731231689658e+00 1.950975687779910317e-01 2.220812034850996319e+00
1.954700000000000049e-01 2.220376599693298481e+00 1.942628358925143905e-01 2.221599134968704536e+00
1.951462499999999933e-01 2.220705904235839689e+00 1.942028550863723613e-01 2.221654456163627334e+00
1.948987500000000095e-01 2.220856091003418076e+00 1.934830854126679545e-01 2.222343917542821679e+00
1.947237500000000010e-01 2.221163745193481365e+00 1.940329094689699219e-01 2.221816698405045365e+00
1.951812500000000006e-01 2.220754779357910103e+00 1.940978886756238031e-01 2.221764076694188184e+00
1.951437500000000047e-01 2.220721614151000889e+00 1.935530630198336599e-01 2.222282547715834333e+00
1.976887499999999964e-01 2.218277403526306202e+00 1.974668106206013962e-01 2.218421138408316562e+00
1.990287500000000043e-01 2.216877884140014743e+00 1.999360204734484947e-01 2.216211869483259544e+00
2.007200000000000095e-01 2.215440814628601096e+00 1.999360204734484947e-01 2.216199209349931643e+00
2.007200000000000095e-01 2.215439332427978414e+00 1.999360204734484947e-01 2.216212389641516012e+00
2.004900000000000015e-01 2.215438894309997409e+00 1.999360204734484947e-01 2.216173141489254483e+00
2.005862499999999937e-01 2.215410117759704534e+00 1.999360204734484947e-01 2.216146329695493744e+00
2.006725000000000037e-01 2.215400670928954874e+00 1.999360204734484947e-01 2.216142215106400304e+00
2.006799999999999973e-01 2.215389671592712606e+00 1.999360204734484947e-01 2.216141332362755456e+00
2.007124999999999881e-01 2.215398643264770318e+00 1.999360204734484947e-01 2.216166351059653206e+00
2.007362500000000050e-01 2.215388810119629071e+00 1.999360204734484947e-01 2.216107105949484790e+00
2.007562499999999972e-01 2.215369635124206482e+00 1.999360204734484947e-01 2.216126255247734989e+00
